id,miembros,dia_0,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,dia_7
4694,3,33,68,95,9,94,75,81,80
4695,4,88,15,24,41,4,73,33,1
4696,6,1,50,8,74,7,4,67,81
4697,4,89,38,25,29,42,18,22,59
4698,3,54,13,3,38,53,35,96,73
4699,7,79,27,53,94,33,81,13,18
4700,4,95,3,32,48,8,77,49,4
4701,6,31,11,15,35,2,82,47,59
4702,4,95,4,86,89,17,20,53,59
4703,3,33,66,23,79,5,75,27,54
4704,7,1,7,41,12,68,26,17,10
4705,7,23,89,36,7,26,87,43,55
4706,3,2,39,13,94,10,52,68,96
4707,4,47,19,74,17,5,37,21,80
4708,7,13,68,55,81,96,9,46,80
4709,4,38,28,9,61,59,2,29,14
4710,3,32,61,10,27,96,9,35,95
4711,5,51,56,12,9,45,75,1,3
4712,4,33,2,68,44,61,27,81,18
4713,5,12,5,16,58,61,47,57,94
4714,5,15,93,81,8,12,24,3,31
4715,7,38,94,14,80,51,67,1,70
4716,3,1,45,60,8,75,38,82,12
4717,5,21,54,11,1,95,73,12,56
4718,3,52,16,38,47,60,32,77,62
4719,7,30,58,75,11,18,1,61,5
4720,4,1,21,37,4,12,83,18,47
4721,2,45,47,30,31,4,75,1,88
4722,3,41,37,35,90,74,1,99,28
4723,6,82,6,1,19,66,40,88,28
4724,3,47,10,73,26,39,25,24,12
4725,5,1,24,23,16,61,82,46,32
4726,6,88,68,40,49,27,14,3,48
4727,4,58,28,1,10,83,38,87,32
4728,3,15,52,44,54,56,25,62,1
4729,2,81,12,85,7,5,74,66,33
4730,7,50,59,18,1,2,67,81,10
4731,2,40,94,10,20,87,19,33,45
4732,6,87,33,1,7,78,19,84,47
4733,8,59,58,66,4,49,11,61,1
4734,5,37,5,35,14,60,51,1,48
4735,2,49,9,32,64,24,87,3,4
4736,4,79,38,90,81,95,44,21,80
4737,4,6,23,17,24,12,38,67,9
4738,6,23,83,71,72,95,33,68,3
4739,4,46,26,24,31,74,43,18,32
4740,7,3,67,1,12,9,59,38,78
4741,5,18,1,3,65,96,52,58,67
4742,2,47,98,31,17,89,25,45,37
4743,2,1,13,88,42,47,45,15,4
4744,4,89,84,17,40,6,45,23,82
4745,2,55,94,1,90,95,37,11,12
4746,3,41,15,27,11,19,26,75,82
4747,4,26,11,88,96,42,33,19,5
4748,3,59,37,10,11,66,17,75,89
4749,2,80,1,4,18,54,36,48,51
4750,3,14,67,22,46,60,18,32,51
4751,5,87,40,95,26,53,12,86,2
4752,4,37,13,42,58,16,30,17,3
4753,4,52,1,32,4,13,24,39,25
4754,4,26,1,18,59,46,39,5,94
4755,2,59,13,29,10,39,3,61,19
4756,4,42,10,1,28,99,40,23,33
4757,4,74,73,1,72,29,67,61,39
4758,5,25,1,74,61,67,8,66,39
4759,8,13,47,88,6,4,66,12,33
4760,4,10,11,47,4,57,42,70,18
4761,4,1,68,81,38,11,32,42,77
4762,2,20,55,5,96,74,6,54,52
4763,5,66,49,10,55,26,95,41,82
4764,2,27,89,24,39,16,52,83,10
4765,4,66,10,1,11,25,53,52,76
4766,3,4,82,2,54,46,33,25,17
4767,5,29,58,60,68,5,89,26,14
4768,5,10,1,42,68,94,4,2,47
4769,3,31,10,17,24,59,40,53,54
4770,4,6,59,36,92,28,61,96,65
4771,3,20,1,60,17,31,46,25,38
4772,3,1,46,24,12,88,89,40,45
4773,4,45,61,26,90,74,22,59,20
4774,4,52,73,81,33,47,89,1,67
4775,6,54,6,24,97,12,11,60,75
4776,7,33,46,45,10,96,8,88,18
4777,5,89,12,1,87,93,10,66,80
4778,2,1,86,88,46,47,40,89,11
4779,2,92,52,4,99,13,18,19,36
4780,4,66,21,87,79,37,24,18,52
4781,5,5,66,21,75,89,26,6,47
4782,4,79,3,7,1,68,90,54,47
4783,4,96,89,75,64,19,68,29,9
4784,3,11,1,34,48,17,53,74,81
4785,4,42,54,37,47,46,39,50,15
4786,4,95,10,52,13,82,88,89,14
4787,5,18,28,15,80,39,14,81,1
4788,6,12,9,7,85,98,24,53,3
4789,5,94,61,80,82,17,89,37,26
4790,2,78,80,25,58,15,45,7,74
4791,4,73,1,67,6,19,21,25,3
4792,5,60,75,3,11,45,6,82,23
4793,3,17,59,28,40,89,10,18,24
4794,2,10,8,26,5,31,48,52,54
4795,4,46,62,60,18,1,11,12,2
4796,6,45,18,46,89,5,44,34,1
4797,6,6,33,1,25,45,64,4,53
4798,7,38,39,98,40,68,26,96,52
4799,2,1,88,57,66,82,43,26,22
4800,6,4,19,26,77,30,27,74,24
4801,2,49,19,4,37,10,11,17,89
4802,5,1,20,21,18,69,47,5,66
4803,3,91,1,2,87,5,4,33,21
4804,3,22,53,32,38,61,24,55,1
4805,7,6,61,17,29,19,1,75,95
4806,5,95,1,7,18,73,6,48,82
4807,4,75,46,11,94,85,30,1,25
4808,6,40,62,55,39,5,19,38,59
4809,5,73,51,94,31,29,66,48,1
4810,7,41,45,9,61,12,44,4,66
4811,3,11,4,14,31,29,18,45,52
4812,4,32,12,4,39,66,59,73,80
4813,4,33,30,1,46,18,26,87,100
4814,3,1,50,42,70,29,47,9,88
4815,6,46,38,67,68,3,31,4,12
4816,4,24,67,47,77,3,1,32,9
4817,6,38,24,55,19,78,89,40,52
4818,4,58,68,1,52,81,10,17,6
4819,7,39,26,80,47,13,60,95,23
4820,7,87,62,97,39,46,96,29,31
4821,4,33,18,89,48,45,75,32,87
4822,4,19,54,40,95,66,88,28,18
4823,2,61,41,54,24,68,88,82,3
4824,4,66,31,17,1,4,87,74,49
4825,4,87,73,26,89,22,96,27,30
4826,7,73,24,3,32,47,10,46,11
4827,6,44,94,87,3,36,1,53,6
4828,4,68,1,7,47,82,3,52,46
4829,5,51,14,1,30,18,78,95,25
4830,4,3,59,16,1,26,18,11,5
4831,2,30,24,42,92,91,43,10,47
4832,4,11,4,5,40,26,53,58,1
4833,4,54,67,74,7,44,87,89,94
4834,6,23,88,70,15,60,27,4,87
4835,4,82,51,5,12,19,17,95,38
4836,6,1,59,60,52,57,25,11,15
4837,7,29,49,41,38,82,71,42,94
4838,3,61,39,11,1,5,71,89,60
4839,7,39,4,17,36,40,32,33,59
4840,6,15,18,11,73,10,33,1,39
4841,2,9,94,81,57,62,66,26,54
4842,2,17,9,53,70,35,39,60,88
4843,6,22,1,33,87,73,5,89,82
4844,5,45,25,89,61,26,1,68,51
4845,6,89,25,24,81,20,74,11,26
4846,4,1,32,66,47,25,60,4,11
4847,2,26,92,31,19,94,8,39,6
4848,3,61,42,24,55,1,19,18,4
4849,6,33,32,88,57,55,54,26,81
4850,4,5,35,17,87,48,39,9,66
4851,2,1,12,26,40,11,17,32,3
4852,3,94,68,38,43,4,23,66,85
4853,3,46,31,12,11,28,59,67,66
4854,6,56,5,87,2,11,74,89,16
4855,3,61,60,1,21,5,35,87,32
4856,5,86,88,33,68,9,14,96,95
4857,6,60,94,8,32,19,53,87,18
4858,2,56,53,95,40,60,85,93,61
4859,2,96,53,47,14,43,41,38,68
4860,3,68,94,52,17,1,36,39,88
4861,4,73,46,1,74,18,20,80,53
4862,3,49,94,40,19,52,8,11,46
4863,2,59,81,52,5,87,20,39,88
4864,5,25,41,14,87,60,24,18,93
4865,4,54,60,4,53,26,62,73,38
4866,8,1,67,45,23,73,96,19,5
4867,5,16,38,1,17,73,80,79,71
4868,7,1,52,4,60,46,87,40,65
4869,5,60,18,94,12,15,24,17,1
4870,7,4,11,40,34,70,42,17,88
4871,3,43,11,24,81,61,52,10,37
4872,2,90,68,23,72,17,61,22,1
4873,5,33,1,94,38,52,46,86,54
4874,4,11,49,5,8,37,17,82,18
4875,4,19,52,1,45,17,4,59,8
4876,6,83,55,1,22,45,32,21,78
4877,4,10,38,33,81,9,73,2,100
4878,4,55,82,4,88,32,45,1,74
4879,6,75,66,19,95,56,4,5,47
4880,2,61,19,1,88,67,74,22,47
4881,2,4,67,38,73,1,41,50,37
4882,3,7,33,36,11,8,68,1,39
4883,5,1,8,89,47,29,59,39,26
4884,3,1,41,24,16,53,94,73,52
4885,4,29,26,36,61,38,20,1,9
4886,4,28,99,43,25,87,26,5,97
4887,4,58,53,60,1,44,40,73,59
4888,3,2,29,3,10,32,57,38,15
4889,2,12,74,2,39,85,94,20,46
4890,8,18,45,94,41,88,19,3,24
4891,6,56,60,50,12,92,96,17,15
4892,3,31,80,3,53,73,5,88,34
4893,3,5,59,84,28,47,20,45,1
4894,4,26,24,40,47,31,52,4,1
4895,3,81,21,29,31,86,36,68,10
4896,3,34,71,50,7,20,21,16,27
4897,3,1,31,20,12,61,24,5,11
4898,4,46,41,30,12,61,17,1,82
4899,2,78,24,88,52,64,96,19,1
4900,4,5,87,81,33,97,46,16,9
4901,4,1,46,78,75,38,89,43,19
4902,4,88,46,50,32,26,40,58,95
4903,3,58,45,75,1,66,78,83,81
4904,3,15,86,41,100,50,35,4,9
4905,2,36,58,67,38,24,25,17,41
4906,6,88,33,54,26,3,39,95,2
4907,3,34,68,25,60,12,42,1,52
4908,5,72,18,49,60,88,11,80,26
4909,6,60,6,46,32,11,68,59,16
4910,3,71,54,3,49,52,68,60,73
4911,7,26,20,80,66,6,5,18,45
4912,5,18,9,61,23,54,30,26,3
4913,4,19,25,49,30,89,63,54,21
4914,5,39,58,44,67,1,59,4,13
4915,6,70,4,8,66,60,47,41,61
4916,3,11,87,19,95,39,46,14,27
4917,2,3,4,17,10,1,18,28,53
4918,7,59,12,43,60,47,20,75,76
4919,3,52,61,3,96,86,53,59,17
4920,2,22,60,49,52,12,17,32,45
4921,5,71,68,66,1,4,96,32,46
4922,3,89,81,52,95,16,59,25,88
4923,3,11,48,43,32,58,66,24,61
4924,2,27,38,1,87,74,32,26,66
4925,2,14,1,25,5,10,59,26,42
4926,5,67,78,19,11,54,95,55,31
4927,2,67,66,53,59,4,19,1,2
4928,7,86,56,46,54,66,12,52,2
4929,2,3,1,38,73,11,23,4,96
4930,4,89,30,52,32,1,20,28,95
4931,8,43,1,15,64,19,29,33,30
4932,3,41,18,54,60,73,59,96,94
4933,2,46,47,27,74,18,33,4,26
4934,4,48,24,7,39,26,97,29,96
4935,5,25,89,1,11,68,60,4,54
4936,4,74,67,62,31,5,9,97,61
4937,4,51,60,1,54,38,15,73,7
4938,4,42,73,19,1,66,14,47,5
4939,5,25,1,51,10,71,79,40,33
4940,2,44,17,81,14,29,58,26,40
4941,5,25,39,1,59,33,81,50,26
4942,4,59,13,45,2,81,33,16,3
4943,4,17,32,30,53,12,48,52,89
4944,2,37,34,31,5,2,76,59,52
4945,6,42,47,24,1,9,43,10,12
4946,3,74,75,1,63,47,61,18,93
4947,4,39,79,24,9,89,67,52,66
4948,3,10,1,11,17,23,59,16,28
4949,3,8,23,44,79,75,62,80,56
4950,4,38,42,54,5,96,48,4,26
4951,2,3,53,22,32,19,4,16,1
4952,5,66,18,82,1,47,39,21,26
4953,6,39,89,88,18,82,58,11,1
4954,4,5,81,41,89,80,52,94,1
4955,5,18,81,47,32,23,1,44,17
4956,6,1,26,66,95,11,3,18,73
4957,4,64,1,60,6,52,73,89,66
4958,5,14,65,2,3,81,55,27,28
4959,2,19,37,3,88,74,87,75,29
4960,6,52,10,59,25,66,32,53,57
4961,4,54,16,5,99,32,18,47,94
4962,4,8,6,1,4,45,54,7,41
4963,5,59,26,27,19,12,3,74,32
4964,3,31,93,73,19,1,56,45,54
4965,7,14,41,74,75,60,11,45,35
4966,7,18,59,87,47,40,32,28,52
4967,3,49,88,38,17,25,80,1,33
4968,3,94,82,38,39,43,78,96,59
4969,3,89,80,26,95,34,75,19,91
4970,2,22,1,16,6,47,11,79,88
4971,4,12,8,60,1,2,25,18,50
4972,5,66,8,75,32,39,52,58,87
4973,5,87,5,1,22,52,8,66,94
4974,4,15,45,80,5,1,12,82,31
4975,5,10,83,5,47,73,95,66,86
4976,4,39,45,60,68,17,52,3,20
4977,8,54,33,31,25,24,1,73,100
4978,4,40,5,11,10,39,73,51,63
4979,6,14,55,45,73,89,35,1,5
4980,4,52,28,72,38,12,71,41,53
4981,3,44,11,54,61,98,15,12,48
4982,6,47,41,96,45,40,33,91,80
4983,5,19,16,55,30,24,18,94,1
4984,4,41,4,18,5,67,43,40,34
4985,4,25,59,96,6,36,52,51,10
4986,6,82,54,81,49,40,60,26,1
4987,3,22,87,40,89,74,73,32,18
4988,2,88,73,89,11,75,94,84,82
4989,6,59,92,31,14,38,75,60,49
4990,8,47,61,74,12,80,46,32,94
4991,4,45,47,29,1,83,5,49,14
4992,3,12,75,31,90,22,26,76,32
4993,7,62,1,89,66,28,60,81,40
4994,4,52,59,1,54,80,87,16,47
4995,4,16,1,66,33,18,70,56,46
4996,2,88,66,20,17,26,54,81,91
4997,6,32,66,54,17,27,21,74,81
4998,5,67,92,4,17,53,77,1,12
4999,4,13,11,25,80,88,40,96,39
